SUBDIVISION,YEAR,ANNUAL
punjab,1931,588.6999999999999
punjab,1932,490.29999999999995
punjab,1933,860.4999999999999
punjab,1934,429.19999999999993
punjab,1935,598.0000000000001
punjab,1936,626.4000000000001
punjab,1937,571.1
punjab,1938,430.8
punjab,1939,403.8
punjab,1940,532.3000000000001
punjab,1941,506.4
punjab,1942,871.4999999999999
punjab,1943,422.4
punjab,1944,626.7
punjab,1945,805.3000000000001
punjab,1946,477.99999999999994
punjab,1947,600.9
punjab,1948,620.2999999999998
punjab,1949,585.0
punjab,1950,992.0
punjab,1951,499.5
punjab,1952,566.0
punjab,1953,611.5999999999999
punjab,1954,633.2
punjab,1955,974.1
punjab,1956,750.5
punjab,1957,710.5
punjab,1958,828.0
punjab,1959,699.6999999999999
punjab,1960,606.9999999999999
punjab,1961,690.0999999999999
punjab,1962,769.4
punjab,1963,476.1000000000001
punjab,1964,708.9
punjab,1965,423.2999999999999
punjab,1966,638.0999999999999
punjab,1967,680.3000000000001
punjab,1968,536.2
punjab,1969,494.8
punjab,1970,650.6
punjab,1971,748.1
punjab,1972,471.1000000000001
punjab,1973,743.1
punjab,1974,356.3
punjab,1975,705.8
punjab,1976,794.6
punjab,1977,712.7
punjab,1978,720.7
punjab,1979,463.90000000000003
punjab,1980,661.7
punjab,1981,503.8
punjab,1982,571.4
punjab,1983,751.0000000000001
punjab,1984,710.4000000000001
punjab,1985,753.0
punjab,1986,612.0000000000001
punjab,1987,409.50000000000006
punjab,1988,1222.6000000000001
punjab,1989,480.40000000000003
punjab,1990,754.7
punjab,1991,475.8
punjab,1992,478.09999999999997
punjab,1993,582.9
punjab,1994,580.9000000000001
punjab,1995,869.1999999999998
punjab,1996,589.6
punjab,1997,690.0999999999999
punjab,1998,588.6
punjab,1999,364.6
punjab,2000,405.3
punjab,2001,441.0
punjab,2002,274.7
punjab,2003,424.79999999999995
punjab,2004,351.8
punjab,2005,552.0
punjab,2006,647.7000000000002
punjab,2007,594.8000000000001
punjab,2008,717.1999999999999
punjab,2009,361.09999999999997
punjab,2010,451.5
punjab,2011,705.1
punjab,2012,493.5
punjab,2013,586.6
punjab,2014,382.90000000000003
punjab,2015,510.79999999999995
himachal pradesh,1901,1345.0
himachal pradesh,1902,951.6
himachal pradesh,1903,993.4
himachal pradesh,1904,987.4999999999999
himachal pradesh,1905,930.1999999999999
himachal pradesh,1906,1317.4000000000003
himachal pradesh,1907,875.2
himachal pradesh,1908,987.4999999999999
himachal pradesh,1909,1077.1000000000001
himachal pradesh,1910,1406.9
himachal pradesh,1911,1333.9
himachal pradesh,1912,1207.6000000000004
himachal pradesh,1913,1119.2999999999997
himachal pradesh,1914,1735.9
himachal pradesh,1915,1236.8000000000002
himachal pradesh,1916,1172.1000000000004
himachal pradesh,1917,1703.5
himachal pradesh,1918,984.8
himachal pradesh,1919,1213.3000000000002
himachal pradesh,1920,1084.8
himachal pradesh,1921,1311.4
himachal pradesh,1922,1718.6000000000001
himachal pradesh,1923,1620.9999999999998
himachal pradesh,1924,1660.6000000000001
himachal pradesh,1925,1509.3999999999999
himachal pradesh,1926,1449.8
himachal pradesh,1927,1434.6999999999998
himachal pradesh,1928,1308.8000000000002
himachal pradesh,1929,1424.6999999999998
himachal pradesh,1930,1305.4
himachal pradesh,1931,1266.4
himachal pradesh,1932,1418.6
himachal pradesh,1933,1240.4
himachal pradesh,1934,982.0
himachal pradesh,1935,1028.0
himachal pradesh,1936,1157.8999999999999
himachal pradesh,1937,1464.8999999999999
himachal pradesh,1938,927.4000000000001
himachal pradesh,1939,877.5999999999999
himachal pradesh,1940,1088.6
himachal pradesh,1941,895.5
himachal pradesh,1942,1328.1999999999998
himachal pradesh,1943,1223.1
himachal pradesh,1944,1128.7000000000003
himachal pradesh,1945,1647.0000000000002
himachal pradesh,1946,1539.0
himachal pradesh,1947,1313.3999999999999
himachal pradesh,1948,1758.7000000000003
himachal pradesh,1949,1311.1000000000001
himachal pradesh,1950,1684.5
himachal pradesh,1951,1238.4999999999998
himachal pradesh,1952,1263.6000000000001
himachal pradesh,1953,1425.6
himachal pradesh,1954,1717.5
himachal pradesh,1955,1919.2
himachal pradesh,1956,1541.5999999999997
himachal pradesh,1957,1822.6000000000001
himachal pradesh,1958,1572.3000000000002
himachal pradesh,1959,1640.4
himachal pradesh,1960,1115.3000000000002
himachal pradesh,1961,1515.6
himachal pradesh,1962,1393.6
himachal pradesh,1963,1354.6000000000001
himachal pradesh,1964,1353.9999999999998
himachal pradesh,1965,1220.3
himachal pradesh,1966,1371.0
himachal pradesh,1967,1558.6000000000001
himachal pradesh,1968,1168.1999999999998
himachal pradesh,1969,1127.7000000000003
himachal pradesh,1970,1082.7
himachal pradesh,1971,1274.8999999999999
himachal pradesh,1972,842.3000000000001
himachal pradesh,1973,955.2
himachal pradesh,1974,776.3
himachal pradesh,1975,1054.0
himachal pradesh,1976,1179.5
himachal pradesh,1977,1245.0000000000002
himachal pradesh,1978,1371.2
himachal pradesh,1979,1021.0
himachal pradesh,1980,1154.9
himachal pradesh,1981,1147.2000000000003
himachal pradesh,1982,1423.0
himachal pradesh,1983,1189.6000000000001
himachal pradesh,1984,968.3000000000001
himachal pradesh,1985,1193.9999999999998
himachal pradesh,1986,1322.6000000000001
himachal pradesh,1987,1035.4999999999998
himachal pradesh,1988,1881.1000000000001
himachal pradesh,1989,1177.2000000000003
himachal pradesh,1990,1462.7999999999997
himachal pradesh,1991,1104.8000000000002
himachal pradesh,1992,1383.1000000000001
himachal pradesh,1993,1128.3
himachal pradesh,1994,1410.3
himachal pradesh,1995,1493.7000000000003
himachal pradesh,1996,1384.3999999999999
himachal pradesh,1997,1454.5000000000002
himachal pradesh,1998,1381.5000000000005
himachal pradesh,1999,1144.9000000000003
himachal pradesh,2000,1068.1000000000001
himachal pradesh,2001,991.8
himachal pradesh,2002,990.5
himachal pradesh,2003,1034.3999999999999
himachal pradesh,2004,878.3
himachal pradesh,2005,1248.4999999999998
himachal pradesh,2006,1218.4
himachal pradesh,2007,1034.4
himachal pradesh,2008,1114.3000000000002
himachal pradesh,2009,956.4999999999999
himachal pradesh,2010,1259.3999999999999
himachal pradesh,2011,1108.2
himachal pradesh,2012,951.7
himachal pradesh,2013,1211.9999999999998
himachal pradesh,2014,1008.9
himachal pradesh,2015,1210.5
jammu & kashmir,1901,980.0
jammu & kashmir,1902,760.4
jammu & kashmir,1903,1286.7
jammu & kashmir,1904,982.0999999999999
jammu & kashmir,1905,1157.6
jammu & kashmir,1906,1193.1000000000001
jammu & kashmir,1907,1069.6
jammu & kashmir,1908,1227.4
jammu & kashmir,1909,1339.9
jammu & kashmir,1910,1109.6000000000001
jammu & kashmir,1911,1280.0999999999997
jammu & kashmir,1912,936.7
jammu & kashmir,1913,1000.2
jammu & kashmir,1914,1692.1999999999998
jammu & kashmir,1915,963.8
jammu & kashmir,1916,1034.3
jammu & kashmir,1917,1386.1
jammu & kashmir,1918,916.4999999999999
jammu & kashmir,1919,1189.2
jammu & kashmir,1920,889.9
jammu & kashmir,1921,1057.7
jammu & kashmir,1922,890.8000000000002
jammu & kashmir,1923,1264.3
jammu & kashmir,1924,1181.9999999999998
jammu & kashmir,1925,1013.3000000000001
jammu & kashmir,1926,1123.4999999999998
jammu & kashmir,1927,973.0
jammu & kashmir,1928,1291.1000000000001
jammu & kashmir,1929,1102.6999999999998
jammu & kashmir,1930,1168.0
jammu & kashmir,1931,954.9
jammu & kashmir,1932,1039.4
jammu & kashmir,1933,1187.7
jammu & kashmir,1934,803.0999999999999
jammu & kashmir,1935,1085.4
jammu & kashmir,1936,1140.9
jammu & kashmir,1937,939.8000000000001
jammu & kashmir,1938,1061.8
jammu & kashmir,1939,1003.3
jammu & kashmir,1940,878.4000000000001
jammu & kashmir,1941,871.7
jammu & kashmir,1942,1239.9
jammu & kashmir,1943,1167.6999999999996
jammu & kashmir,1944,1050.9
jammu & kashmir,1945,856.2999999999998
jammu & kashmir,1946,922.3
jammu & kashmir,1947,913.9
jammu & kashmir,1948,1183.1
jammu & kashmir,1949,947.0
jammu & kashmir,1950,1523.0999999999997
jammu & kashmir,1951,962.7999999999998
jammu & kashmir,1952,1069.5
jammu & kashmir,1953,1229.6999999999998
jammu & kashmir,1954,1307.3
jammu & kashmir,1955,1156.5000000000002
jammu & kashmir,1956,1520.6999999999998
jammu & kashmir,1957,1520.3
jammu & kashmir,1958,1350.3999999999999
jammu & kashmir,1959,1550.2
jammu & kashmir,1960,766.4000000000001
jammu & kashmir,1961,1137.8999999999999
jammu & kashmir,1962,930.3000000000001
jammu & kashmir,1963,909.1
jammu & kashmir,1964,946.1999999999999
jammu & kashmir,1965,912.5000000000001
jammu & kashmir,1966,1378.9
jammu & kashmir,1967,1091.4
jammu & kashmir,1968,1065.5
jammu & kashmir,1969,1095.5999999999997
jammu & kashmir,1970,656.9
jammu & kashmir,1971,764.5
jammu & kashmir,1972,1145.6999999999998
jammu & kashmir,1973,1100.5
jammu & kashmir,1974,802.5000000000001
jammu & kashmir,1975,1180.5
jammu & kashmir,1976,1023.4
jammu & kashmir,1977,955.1
jammu & kashmir,1978,1061.6
jammu & kashmir,1979,1077.4
jammu & kashmir,1980,1017.6999999999999
jammu & kashmir,1981,1135.5
jammu & kashmir,1982,1202.1000000000001
jammu & kashmir,1983,1485.1999999999998
jammu & kashmir,1984,1157.3000000000002
jammu & kashmir,1985,1167.2
jammu & kashmir,1986,1521.1
jammu & kashmir,1987,1216.0
jammu & kashmir,1988,1671.0
jammu & kashmir,1989,1216.0
jammu & kashmir,1990,1573.8
jammu & kashmir,1991,1449.0
jammu & kashmir,1992,1478.0
jammu & kashmir,1993,1243.7
jammu & kashmir,1994,1732.3999999999999
jammu & kashmir,1995,1619.5999999999997
jammu & kashmir,1996,1620.5
jammu & kashmir,1997,1295.8999999999999
jammu & kashmir,1998,1325.8000000000002
jammu & kashmir,1999,890.6
jammu & kashmir,2000,984.6
jammu & kashmir,2001,952.7000000000002
jammu & kashmir,2002,903.4000000000001
jammu & kashmir,2003,1311.1
jammu & kashmir,2004,944.7999999999998
jammu & kashmir,2005,1692.6
jammu & kashmir,2006,1519.9
jammu & kashmir,2007,1023.6
jammu & kashmir,2008,1224.5000000000002
jammu & kashmir,2009,698.9
jammu & kashmir,2010,997.8000000000001
jammu & kashmir,2011,887.5999999999999
jammu & kashmir,2012,1034.7
jammu & kashmir,2013,859.3
jammu & kashmir,2014,1093.5
jammu & kashmir,2015,1572.8999999999999
west rajasthan,1901,158.79999999999998
west rajasthan,1902,195.5
west rajasthan,1903,307.20000000000005
west rajasthan,1904,167.9
west rajasthan,1905,114.4
west rajasthan,1906,269.59999999999997
west rajasthan,1907,353.3
west rajasthan,1908,582.0
west rajasthan,1909,426.20000000000005
west rajasthan,1910,293.4
west rajasthan,1911,138.9
west rajasthan,1912,279.79999999999995
west rajasthan,1913,248.1
west rajasthan,1914,302.3
west rajasthan,1915,147.3
west rajasthan,1916,421.70000000000005
west rajasthan,1917,768.8
west rajasthan,1918,62.2
west rajasthan,1919,305.0
west rajasthan,1920,248.6
west rajasthan,1921,218.0
west rajasthan,1922,244.89999999999998
west rajasthan,1923,273.3999999999999
west rajasthan,1924,297.0
west rajasthan,1925,169.60000000000002
west rajasthan,1926,440.2
west rajasthan,1927,332.5
west rajasthan,1928,272.1
west rajasthan,1929,303.3
west rajasthan,1930,230.0
west rajasthan,1931,395.3
west rajasthan,1932,265.09999999999997
west rajasthan,1933,376.20000000000005
west rajasthan,1934,322.4
west rajasthan,1935,256.7
west rajasthan,1936,265.40000000000003
west rajasthan,1937,292.4
west rajasthan,1938,183.49999999999997
west rajasthan,1939,137.4
west rajasthan,1940,292.4
west rajasthan,1941,224.60000000000002
west rajasthan,1942,338.90000000000003
west rajasthan,1943,295.5
west rajasthan,1944,525.0000000000001
west rajasthan,1945,363.9
west rajasthan,1946,222.99999999999997
west rajasthan,1947,253.20000000000002
west rajasthan,1948,233.50000000000003
west rajasthan,1949,224.69999999999996
west rajasthan,1950,278.3
west rajasthan,1951,179.9
west rajasthan,1952,267.20000000000005
west rajasthan,1953,304.30000000000007
west rajasthan,1954,250.5
west rajasthan,1955,391.29999999999995
west rajasthan,1956,374.09999999999997
west rajasthan,1957,267.29999999999995
west rajasthan,1958,264.1
west rajasthan,1959,335.4000000000001
west rajasthan,1960,217.79999999999995
west rajasthan,1961,400.3
west rajasthan,1962,262.40000000000003
west rajasthan,1963,174.50000000000003
west rajasthan,1964,337.40000000000003
west rajasthan,1965,215.20000000000002
west rajasthan,1966,252.90000000000003
west rajasthan,1967,340.29999999999995
west rajasthan,1968,141.99999999999997
west rajasthan,1969,118.89999999999999
west rajasthan,1970,355.7
west rajasthan,1971,251.7
west rajasthan,1972,185.9
west rajasthan,1973,454.8
west rajasthan,1974,164.3
west rajasthan,1975,553.9000000000001
west rajasthan,1976,425.1
west rajasthan,1977,389.19999999999993
west rajasthan,1978,379.59999999999997
west rajasthan,1979,308.4
west rajasthan,1980,238.3
west rajasthan,1981,248.5
west rajasthan,1982,311.79999999999995
west rajasthan,1983,469.30000000000007
west rajasthan,1984,203.29999999999995
west rajasthan,1985,197.3
west rajasthan,1986,204.2
west rajasthan,1987,143.0
west rajasthan,1988,280.4
west rajasthan,1989,248.2
west rajasthan,1990,445.00000000000006
west rajasthan,1991,179.1
west rajasthan,1992,425.79999999999995
west rajasthan,1993,293.5
west rajasthan,1994,415.4000000000001
west rajasthan,1995,367.8
west rajasthan,1996,307.79999999999995
west rajasthan,1997,345.20000000000005
west rajasthan,1998,279.6
west rajasthan,1999,204.29999999999998
west rajasthan,2000,235.39999999999998
west rajasthan,2001,285.3
west rajasthan,2002,92.19999999999999
west rajasthan,2003,368.09999999999997
west rajasthan,2004,196.79999999999995
west rajasthan,2005,260.6
west rajasthan,2006,361.3
west rajasthan,2007,310.70000000000005
west rajasthan,2008,324.09999999999997
west rajasthan,2009,160.49999999999997
west rajasthan,2010,473.3
west rajasthan,2011,418.70000000000005
west rajasthan,2012,327.29999999999995
west rajasthan,2013,389.5
west rajasthan,2014,302.4
west rajasthan,2015,458.50000000000006
east rajasthan,1901,412.6
east rajasthan,1902,578.1999999999999
east rajasthan,1903,686.0999999999999
east rajasthan,1904,694.5000000000001
east rajasthan,1905,279.90000000000003
east rajasthan,1906,647.3
east rajasthan,1907,551.6999999999999
east rajasthan,1908,870.1000000000001
east rajasthan,1909,781.8
east rajasthan,1910,685.3
east rajasthan,1911,420.29999999999995
east rajasthan,1912,655.2999999999998
east rajasthan,1913,498.19999999999993
east rajasthan,1914,676.4999999999999
east rajasthan,1915,401.59999999999997
east rajasthan,1916,845.2
east rajasthan,1917,1350.5
east rajasthan,1918,273.6
east rajasthan,1919,786.9
east rajasthan,1920,596.5
east rajasthan,1921,547.7
east rajasthan,1922,669.9
east rajasthan,1923,690.0
east rajasthan,1924,924.4000000000001
east rajasthan,1925,483.69999999999993
east rajasthan,1926,832.3000000000002
east rajasthan,1927,725.9999999999999
east rajasthan,1928,608.3
east rajasthan,1929,575.8000000000001
east rajasthan,1930,661.1999999999999
east rajasthan,1931,774.3999999999999
east rajasthan,1932,543.8000000000001
east rajasthan,1933,937.8999999999999
east rajasthan,1934,808.8000000000001
east rajasthan,1935,684.8000000000001
east rajasthan,1936,542.1999999999999
east rajasthan,1937,670.4
east rajasthan,1938,503.09999999999997
east rajasthan,1939,400.70000000000005
east rajasthan,1940,653.0
east rajasthan,1941,505.70000000000005
east rajasthan,1942,939.3
east rajasthan,1943,716.6
east rajasthan,1944,906.9
east rajasthan,1945,861.8000000000001
east rajasthan,1946,887.6000000000001
east rajasthan,1947,714.9
east rajasthan,1948,663.5
east rajasthan,1949,509.2
east rajasthan,1950,739.9000000000001
east rajasthan,1951,362.90000000000003
east rajasthan,1952,712.6
east rajasthan,1953,585.8000000000001
east rajasthan,1954,666.0
east rajasthan,1955,844.6
east rajasthan,1956,928.8999999999999
east rajasthan,1957,662.3000000000002
east rajasthan,1958,742.7
east rajasthan,1959,786.3000000000001
east rajasthan,1960,591.6
east rajasthan,1961,884.3000000000001
east rajasthan,1962,604.1
east rajasthan,1963,577.5999999999999
east rajasthan,1964,646.2000000000002
east rajasthan,1965,423.90000000000003
east rajasthan,1966,473.3
east rajasthan,1967,760.1
east rajasthan,1968,519.5
east rajasthan,1969,634.1000000000001
east rajasthan,1970,718.4
east rajasthan,1971,784.4000000000001
east rajasthan,1972,454.29999999999995
east rajasthan,1973,948.1999999999999
east rajasthan,1974,611.9000000000001
east rajasthan,1975,897.9
east rajasthan,1976,815.4000000000002
east rajasthan,1977,887.5000000000001
east rajasthan,1978,727.2
east rajasthan,1979,515.2
east rajasthan,1980,547.3999999999999
east rajasthan,1981,615.3000000000001
east rajasthan,1982,660.3
east rajasthan,1983,795.3
east rajasthan,1984,563.4
east rajasthan,1985,588.1
east rajasthan,1986,590.0000000000002
east rajasthan,1987,435.8999999999999
east rajasthan,1988,640.1
east rajasthan,1989,510.49999999999994
east rajasthan,1990,780.1000000000001
east rajasthan,1991,578.7
east rajasthan,1992,723.5
east rajasthan,1993,595.1999999999999
east rajasthan,1994,839.1999999999999
east rajasthan,1995,754.1999999999999
east rajasthan,1996,715.6
east rajasthan,1997,573.7999999999998
east rajasthan,1998,475.7
east rajasthan,1999,408.5
east rajasthan,2000,440.1
east rajasthan,2001,551.3000000000001
east rajasthan,2002,285.3
east rajasthan,2003,626.6
east rajasthan,2004,606.2
east rajasthan,2005,567.8
east rajasthan,2006,748.4999999999999
east rajasthan,2007,575.6
east rajasthan,2008,644.5000000000001
east rajasthan,2009,414.2
east rajasthan,2010,689.4999999999999
east rajasthan,2011,802.0
east rajasthan,2012,693.6
east rajasthan,2013,836.0
east rajasthan,2014,683.3000000000001
east rajasthan,2015,650.7
west madhya pradesh,1901,718.1999999999999
west madhya pradesh,1902,911.8
west madhya pradesh,1903,949.4999999999999
west madhya pradesh,1904,774.3
west madhya pradesh,1905,696.5999999999999
west madhya pradesh,1906,1010.1999999999999
west madhya pradesh,1907,650.5
west madhya pradesh,1908,832.5999999999999
west madhya pradesh,1909,830.2999999999998
west madhya pradesh,1910,959.3999999999999
west madhya pradesh,1911,676.3
west madhya pradesh,1912,807.2
west madhya pradesh,1913,790.4999999999999
west madhya pradesh,1914,836.4000000000001
west madhya pradesh,1915,772.7
west madhya pradesh,1916,1219.1
west madhya pradesh,1917,1309.3
west madhya pradesh,1918,509.5
west madhya pradesh,1919,1232.8999999999999
west madhya pradesh,1920,714.8000000000001
west madhya pradesh,1921,808.5
west madhya pradesh,1922,918.1
west madhya pradesh,1923,1071.1
west madhya pradesh,1924,1031.1
west madhya pradesh,1925,693.4000000000001
west madhya pradesh,1926,913.8
west madhya pradesh,1927,872.8000000000001
west madhya pradesh,1928,895.7
west madhya pradesh,1929,728.6
west madhya pradesh,1930,888.1999999999999
west madhya pradesh,1931,1131.7000000000003
west madhya pradesh,1932,988.2999999999998
west madhya pradesh,1933,1211.6000000000001
west madhya pradesh,1934,1164.8999999999999
west madhya pradesh,1935,871.2
west madhya pradesh,1936,901.1
west madhya pradesh,1937,1053.4999999999998
west madhya pradesh,1938,1001.0000000000001
west madhya pradesh,1939,802.6
west madhya pradesh,1940,1064.8999999999996
west madhya pradesh,1941,739.3999999999999
west madhya pradesh,1942,1201.6999999999998
west madhya pradesh,1943,962.8000000000001
west madhya pradesh,1944,1347.6999999999998
west madhya pradesh,1945,1047.2999999999997
west madhya pradesh,1946,1250.7
west madhya pradesh,1947,1064.7
west madhya pradesh,1948,1247.7
west madhya pradesh,1949,966.0999999999998
west madhya pradesh,1950,904.4
west madhya pradesh,1951,649.7
west madhya pradesh,1952,829.3
west madhya pradesh,1953,793.7000000000002
west madhya pradesh,1954,1100.5000000000002
west madhya pradesh,1955,1149.2000000000003
west madhya pradesh,1956,1065.8
west madhya pradesh,1957,833.0
west madhya pradesh,1958,1099.7
west madhya pradesh,1959,1181.5
west madhya pradesh,1960,882.5
west madhya pradesh,1961,1433.5
west madhya pradesh,1962,905.9
west madhya pradesh,1963,905.3
west madhya pradesh,1964,879.9000000000001
west madhya pradesh,1965,594.6
west madhya pradesh,1966,680.0
west madhya pradesh,1967,945.6
west madhya pradesh,1968,861.3000000000001
west madhya pradesh,1969,1116.8
west madhya pradesh,1970,1113.1
west madhya pradesh,1971,1135.6
west madhya pradesh,1972,770.1999999999999
west madhya pradesh,1973,1406.8999999999999
west madhya pradesh,1974,876.5999999999998
west madhya pradesh,1975,1064.6999999999998
west madhya pradesh,1976,1027.6
west madhya pradesh,1977,1002.8000000000003
west madhya pradesh,1978,1003.1999999999999
west madhya pradesh,1979,781.8000000000001
west madhya pradesh,1980,873.9999999999998
west madhya pradesh,1981,890.1999999999999
west madhya pradesh,1982,934.0999999999998
west madhya pradesh,1983,1071.8
west madhya pradesh,1984,859.4999999999999
west madhya pradesh,1985,874.6999999999998
west madhya pradesh,1986,937.1000000000001
west madhya pradesh,1987,784.0
west madhya pradesh,1988,951.1
west madhya pradesh,1989,758.4000000000001
west madhya pradesh,1990,1144.0
west madhya pradesh,1991,745.4
west madhya pradesh,1992,754.3000000000001
west madhya pradesh,1993,1031.7999999999997
west madhya pradesh,1994,1179.6
west madhya pradesh,1995,864.6
west madhya pradesh,1996,1085.4999999999998
west madhya pradesh,1997,1058.4
west madhya pradesh,1998,926.9
west madhya pradesh,1999,1052.7
west madhya pradesh,2000,613.5000000000001
west madhya pradesh,2001,787.0000000000001
west madhya pradesh,2002,684.2999999999998
west madhya pradesh,2003,946.3
west madhya pradesh,2004,848.0000000000001
west madhya pradesh,2005,752.3
west madhya pradesh,2006,1169.1999999999998
west madhya pradesh,2007,806.5000000000001
west madhya pradesh,2008,791.1
west madhya pradesh,2009,876.9
west madhya pradesh,2010,776.2
west madhya pradesh,2011,1063.9
west madhya pradesh,2012,1035.1999999999998
west madhya pradesh,2013,1396.2
west madhya pradesh,2014,864.8
west madhya pradesh,2015,1042.1999999999998
east madhya pradesh,1901,1332.7000000000003
east madhya pradesh,1902,984.3000000000001
east madhya pradesh,1903,1178.1
east madhya pradesh,1904,1144.3
east madhya pradesh,1905,886.2
east madhya pradesh,1906,1369.6999999999998
east madhya pradesh,1907,1009.6
east madhya pradesh,1908,1430.5
east madhya pradesh,1909,1122.0
east madhya pradesh,1910,1222.2
east madhya pradesh,1911,1197.1000000000001
east madhya pradesh,1912,1150.5
east madhya pradesh,1913,936.2
east madhya pradesh,1914,1250.0000000000002
east madhya pradesh,1915,1382.4
east madhya pradesh,1916,1480.2000000000003
east madhya pradesh,1917,1639.3
east madhya pradesh,1918,930.5000000000001
east madhya pradesh,1919,1747.2999999999997
east madhya pradesh,1920,899.6000000000001
east madhya pradesh,1921,1132.0
east madhya pradesh,1922,1237.9
east madhya pradesh,1923,1443.8000000000002
east madhya pradesh,1924,1315.4
east madhya pradesh,1925,1354.3999999999999
east madhya pradesh,1926,1727.0000000000002
east madhya pradesh,1927,1235.9
east madhya pradesh,1928,1107.0
east madhya pradesh,1929,1247.5
east madhya pradesh,1930,1203.9
east madhya pradesh,1931,1342.1999999999998
east madhya pradesh,1932,1151.1
east madhya pradesh,1933,1368.4000000000003
east madhya pradesh,1934,1473.2000000000003
east madhya pradesh,1935,1279.9
east madhya pradesh,1936,1504.1999999999998
east madhya pradesh,1937,1398.1
east madhya pradesh,1938,1373.7
east madhya pradesh,1939,1347.3
east madhya pradesh,1940,1192.8000000000002
east madhya pradesh,1941,828.1000000000001
east madhya pradesh,1942,1508.3
east madhya pradesh,1943,1382.4999999999998
east madhya pradesh,1944,1427.1
east madhya pradesh,1945,1286.2
east madhya pradesh,1946,1494.4999999999998
east madhya pradesh,1947,1419.5999999999997
east madhya pradesh,1948,1430.4999999999998
east madhya pradesh,1949,1235.4000000000003
east madhya pradesh,1950,1177.8999999999999
east madhya pradesh,1951,1175.4
east madhya pradesh,1952,1155.3999999999999
east madhya pradesh,1953,1006.9999999999999
east madhya pradesh,1954,1076.4999999999998
east madhya pradesh,1955,1420.8999999999999
east madhya pradesh,1956,1515.9
east madhya pradesh,1957,1000.8000000000001
east madhya pradesh,1958,1171.4999999999998
east madhya pradesh,1959,1302.2
east madhya pradesh,1960,1252.0
east madhya pradesh,1961,1598.6999999999998
east madhya pradesh,1962,1068.4
east madhya pradesh,1963,1120.2
east madhya pradesh,1964,1187.3000000000002
east madhya pradesh,1965,697.9000000000001
east madhya pradesh,1966,849.3
east madhya pradesh,1967,1407.8
east madhya pradesh,1968,973.7
east madhya pradesh,1969,1241.9
east madhya pradesh,1970,1342.3
east madhya pradesh,1971,1518.8000000000004
east madhya pradesh,1972,1038.2
east madhya pradesh,1973,1252.3999999999999
east madhya pradesh,1974,971.2
east madhya pradesh,1975,1434.2999999999997
east madhya pradesh,1976,1055.7
east madhya pradesh,1977,1372.2000000000003
east madhya pradesh,1978,1392.4999999999998
east madhya pradesh,1979,809.7
east madhya pradesh,1980,1369.1000000000001
east madhya pradesh,1981,1036.1
east madhya pradesh,1982,1297.1999999999998
east madhya pradesh,1983,1275.5
east madhya pradesh,1984,1110.7
east madhya pradesh,1985,1115.3
east madhya pradesh,1986,1029.2
east madhya pradesh,1987,1116.1
east madhya pradesh,1988,1069.5000000000002
east madhya pradesh,1989,920.9999999999999
east madhya pradesh,1990,1379.8999999999999
east madhya pradesh,1991,1016.8000000000001
east madhya pradesh,1992,1051.1
east madhya pradesh,1993,1118.8
east madhya pradesh,1994,1533.8000000000002
east madhya pradesh,1995,1032.3000000000002
east madhya pradesh,1996,986.6999999999999
east madhya pradesh,1997,1357.0
east madhya pradesh,1998,1013.4
east madhya pradesh,1999,1443.9
east madhya pradesh,2000,874.2999999999998
east madhya pradesh,2001,1170.1
east madhya pradesh,2002,950.0000000000001
east madhya pradesh,2003,1438.0
east madhya pradesh,2004,955.3000000000001
east madhya pradesh,2005,1366.4
east madhya pradesh,2006,943.3
east madhya pradesh,2007,653.6999999999999
east madhya pradesh,2008,1003.1999999999999
east madhya pradesh,2009,944.0000000000001
east madhya pradesh,2010,960.6
east madhya pradesh,2011,1275.1999999999998
east madhya pradesh,2012,1053.1999999999998
east madhya pradesh,2013,1521.9
east madhya pradesh,2014,925.0
east madhya pradesh,2015,939.2
gujarat region,1901,554.3
gujarat region,1902,863.9999999999999
gujarat region,1903,887.6999999999999
gujarat region,1904,492.6
gujarat region,1905,811.5
gujarat region,1906,890.5
gujarat region,1907,996.9000000000001
gujarat region,1908,1027.5
gujarat region,1909,977.8000000000002
gujarat region,1910,974.6000000000001
gujarat region,1911,403.5
gujarat region,1912,1118.6
gujarat region,1913,1162.5999999999997
gujarat region,1914,1107.5
gujarat region,1915,567.3
gujarat region,1916,952.9
gujarat region,1917,1524.9
gujarat region,1918,392.7
gujarat region,1919,1067.3999999999999
gujarat region,1920,708.8000000000001
gujarat region,1921,1172.7
gujarat region,1922,878.6000000000003
gujarat region,1923,553.1999999999999
gujarat region,1924,909.5999999999999
gujarat region,1925,593.0000000000001
gujarat region,1926,1274.3999999999999
gujarat region,1927,1422.1
gujarat region,1928,821.0
gujarat region,1929,676.3000000000001
gujarat region,1930,894.5999999999999
gujarat region,1931,1104.5
gujarat region,1932,906.5999999999999
gujarat region,1933,1137.0000000000002
gujarat region,1934,979.5000000000001
gujarat region,1935,757.0000000000001
gujarat region,1936,609.2
gujarat region,1937,1202.9999999999998
gujarat region,1938,814.6999999999999
gujarat region,1939,605.6
gujarat region,1940,870.0
gujarat region,1941,961.6999999999998
gujarat region,1942,1186.6000000000001
gujarat region,1943,912.8000000000002
gujarat region,1944,1340.4
gujarat region,1945,1276.8
gujarat region,1946,1147.6
gujarat region,1947,783.3
gujarat region,1948,473.80000000000007
gujarat region,1949,800.4000000000001
